EmployeeID,Department,JobRole,Attrition,Gender,Age,MaritalStatus,Education,EducationField,BusinessTravel,JobInvolvement,JobLevel,JobSatisfaction,Hourlyrate,Income,Salaryhike,OverTime,Workex,YearsSinceLastPromotion,EmpSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Performance_Rating
173,Research & Development,Laboratory Technician,No,Male,36,Single,College,Medical,Travel_Frequently,High,1,Medium,30,2088,12,No,13,7,Very High,3,Good,Excellent
174,Research & Development,Laboratory Technician,No,Male,30,Divorced,Bachelor,Medical,Non-Travel,High,2,Low,66,3072,11,No,12,6,High,4,Better,Excellent
175,Sales,Sales Executive,No,Female,45,Divorced,College,Life Sciences,Travel_Rarely,High,2,Low,30,5006,11,Yes,9,0,High,3,Best,Excellent
176,Research & Development,Research Scientist,No,Female,56,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,1,Low,67,4257,18,Yes,19,2,High,3,Better,Excellent
177,Research & Development,Research Scientist,No,Male,33,Single,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,90,2500,14,No,4,0,High,2,Best,Excellent
178,Research & Development,Laboratory Technician,Yes,Male,19,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,1,Very High,47,1102,22,No,1,1,Medium,3,Good,Outstanding
179,Sales,Sales Executive,No,Female,46,Divorced,College,Marketing,Travel_Rarely,High,3,Low,92,10453,25,No,24,15,Medium,2,Better,Outstanding
180,Research & Development,Laboratory Technician,No,Female,38,Single,College,Life Sciences,Travel_Rarely,High,1,Very High,75,2288,12,No,2,2,High,3,Better,Excellent
181,Research & Development,Research Scientist,No,Female,31,Married,Below College,Medical,Travel_Rarely,High,1,Very High,95,3929,23,Yes,7,0,High,0,Better,Outstanding
182,Research & Development,Research Scientist,No,Female,34,Single,College,Medical,Travel_Rarely,High,1,Medium,95,2311,15,No,9,1,Very High,3,Better,Excellent
183,Sales,Sales Representative,Yes,Female,41,Single,College,Marketing,Travel_Rarely,High,1,Medium,70,3140,22,Yes,4,0,Medium,5,Good,Outstanding
184,Research & Development,Laboratory Technician,No,Male,50,Married,Bachelor,Medical,Travel_Rarely,Medium,1,High,86,3690,15,No,5,0,High,2,Good,Excellent
185,Research & Development,Manufacturing Director,No,Female,53,Divorced,College,Medical,Travel_Rarely,Very High,2,Low,57,4450,11,No,5,1,Very High,3,Better,Excellent
186,Research & Development,Research Scientist,No,Female,33,Married,Bachelor,Medical,Travel_Rarely,High,1,Medium,72,2756,13,No,8,1,Very High,5,Better,Excellent
187,Research & Development,Manager,No,Female,40,Married,Below College,Medical,Travel_Rarely,High,5,High,46,19033,14,No,21,9,Very High,2,Better,Excellent
188,Research & Development,Research Director,No,Male,55,Single,Master,Medical,Travel_Rarely,Very High,5,Medium,61,18722,11,No,36,2,High,3,Better,Excellent
189,Research & Development,Manufacturing Director,No,Male,34,Married,Below College,Life Sciences,Travel_Frequently,Medium,2,High,45,9547,17,No,10,1,Very High,2,Good,Excellent
190,Research & Development,Healthcare Representative,No,Female,51,Single,Bachelor,Medical,Travel_Rarely,High,4,Medium,98,13734,18,No,21,1,Very High,6,Better,Excellent
191,Research & Development,Manager,No,Male,52,Married,Master,Life Sciences,Travel_Rarely,Medium,5,High,65,19999,14,No,34,11,High,5,Better,Excellent
192,Research & Development,Research Scientist,No,Female,27,Single,Bachelor,Medical,Travel_Rarely,High,1,Medium,99,2279,16,No,7,0,Very High,2,Good,Excellent
193,Research & Development,Manufacturing Director,Yes,Male,35,Married,College,Life Sciences,Travel_Rarely,Medium,2,High,50,5916,13,Yes,8,0,Medium,1,Better,Excellent
194,Research & Development,Research Scientist,No,Male,43,Divorced,Bachelor,Medical,Non-Travel,Very High,1,Very High,37,2089,14,No,7,2,Very High,3,Best,Excellent
195,Research & Development,Manager,No,Male,45,Married,College,Medical,Non-Travel,Medium,4,Very High,65,16792,23,No,22,11,Low,1,Better,Outstanding
196,Research & Development,Research Scientist,No,Male,37,Married,Bachelor,Life Sciences,Travel_Rarely,Very High,1,Low,65,3564,12,Yes,8,1,Medium,3,Good,Excellent
197,Research & Development,Laboratory Technician,No,Female,35,Single,Bachelor,Medical,Travel_Frequently,High,2,Medium,37,4425,11,No,10,1,Medium,5,Better,Excellent
198,Research & Development,Manufacturing Director,No,Female,42,Divorced,College,Medical,Non-Travel,High,2,High,36,5265,16,No,11,0,High,5,Better,Excellent
199,Research & Development,Manufacturing Director,No,Male,38,Married,Master,Life Sciences,Travel_Rarely,High,2,High,88,6553,14,No,14,0,Very High,3,Better,Excellent
200,Research & Development,Manufacturing Director,No,Male,38,Married,Bachelor,Technical Degree,Travel_Rarely,High,2,Very High,54,6261,18,No,9,1,Very High,3,Bad,Excellent
201,Research & Development,Manufacturing Director,No,Male,27,Married,Below College,Technical Degree,Travel_Frequently,Medium,2,Low,60,4298,19,No,6,2,High,1,Better,Excellent
202,Research & Development,Manufacturing Director,No,Male,49,Divorced,Master,Life Sciences,Non-Travel,High,2,Very High,92,6804,15,Yes,7,1,Very High,0,Better,Excellent
203,Research & Development,Research Scientist,No,Male,34,Divorced,Master,Medical,Travel_Frequently,High,1,High,43,3815,17,Yes,5,2,Very High,4,Best,Excellent
204,Research & Development,Laboratory Technician,No,Male,40,Married,College,Medical,Travel_Rarely,High,2,Very High,99,2741,15,Yes,15,3,High,2,Best,Excellent
205,Research & Development,Healthcare Representative,Yes,Male,38,Married,Below College,Medical,Travel_Rarely,High,2,Low,70,6673,19,Yes,17,0,Medium,2,Better,Excellent
206,Sales,Sales Executive,Yes,Female,29,Married,Bachelor,Marketing,Travel_Rarely,High,3,Very High,35,7639,22,No,10,1,Medium,3,Good,Outstanding
207,Research & Development,Research Scientist,No,Male,22,Divorced,Bachelor,Life Sciences,Travel_Rarely,Very High,1,Medium,60,2328,16,Yes,4,2,Very High,2,Good,Excellent
208,Research & Development,Laboratory Technician,No,Female,36,Single,Below College,Medical,Travel_Frequently,High,1,Very High,73,2153,13,No,8,1,Medium,2,Better,Excellent
209,Research & Development,Healthcare Representative,No,Male,40,Married,Doctor,Life Sciences,Non-Travel,Medium,2,Very High,63,4876,14,No,5,0,Very High,5,Bad,Excellent
210,Research & Development,Healthcare Representative,No,Male,46,Divorced,Master,Medical,Travel_Rarely,High,3,Low,97,9396,16,No,17,0,Very High,3,Better,Excellent
211,Sales,Sales Executive,Yes,Male,32,Married,Master,Medical,Travel_Rarely,Low,3,Very High,32,10400,11,No,14,9,Very High,2,Good,Excellent
212,Research & Development,Manufacturing Director,No,Male,30,Single,Below College,Life Sciences,Non-Travel,Medium,3,High,88,8474,22,No,12,5,High,2,Better,Outstanding
213,Sales,Sales Executive,No,Female,27,Single,Bachelor,Life Sciences,Travel_Frequently,High,2,High,90,9981,14,No,7,0,Very High,2,Better,Excellent
214,Research & Development,Research Director,No,Male,51,Married,Master,Life Sciences,Travel_Rarely,Medium,3,Medium,81,12490,16,No,16,4,Medium,5,Bad,Excellent
215,Research & Development,Research Scientist,Yes,Female,30,Single,Bachelor,Technical Degree,Travel_Rarely,High,1,Low,88,2657,11,Yes,8,0,Very High,5,Better,Excellent
216,Sales,Manager,No,Female,41,Single,Bachelor,Life Sciences,Travel_Rarely,High,3,Very High,75,13591,18,Yes,16,0,Very High,3,Better,Excellent
217,Sales,Sales Executive,Yes,Female,30,Single,Master,Marketing,Travel_Frequently,Medium,2,Low,52,6696,15,No,9,0,High,5,Good,Excellent
218,Research & Development,Research Scientist,Yes,Male,29,Single,Bachelor,Technical Degree,Travel_Rarely,High,1,High,85,2058,14,No,7,1,High,1,Good,Excellent
219,Sales,Sales Executive,No,Female,45,Single,Bachelor,Medical,Non-Travel,Medium,3,Very High,57,8865,12,No,23,12,Very High,2,Better,Excellent
220,Sales,Sales Executive,No,Female,54,Married,Bachelor,Marketing,Travel_Rarely,High,2,Low,52,5940,14,No,16,0,Very High,4,Better,Excellent
221,Research & Development,Laboratory Technician,No,Male,36,Single,College,Life Sciences,Travel_Rarely,High,2,Medium,62,5914,16,No,16,3,Very High,3,Best,Excellent
222,Research & Development,Research Scientist,No,Female,33,Married,Master,Medical,Travel_Rarely,Medium,1,Medium,47,2622,21,No,7,1,High,3,Better,Outstanding
223,Research & Development,Research Director,No,Male,37,Divorced,Bachelor,Other,Travel_Frequently,High,3,Very High,47,12185,14,Yes,10,0,Medium,1,Better,Excellent
224,Sales,Sales Executive,No,Male,38,Divorced,Bachelor,Life Sciences,Travel_Rarely,High,3,High,76,10609,12,No,17,5,Low,6,Good,Excellent
225,Research & Development,Manufacturing Director,No,Male,31,Married,Master,Medical,Non-Travel,Low,2,High,90,4345,12,No,6,1,High,2,Better,Excellent
226,Research & Development,Research Scientist,No,Male,59,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,1,Very High,70,2177,17,No,7,0,High,6,Better,Excellent
227,Sales,Sales Representative,No,Male,37,Divorced,Master,Marketing,Travel_Frequently,High,1,Very High,41,2793,17,No,13,5,Low,2,Better,Excellent
228,Sales,Sales Executive,No,Female,29,Married,Below College,Medical,Travel_Frequently,High,3,Very High,42,7918,14,No,11,4,Medium,5,Better,Excellent
229,Sales,Sales Executive,No,Female,35,Single,Bachelor,Marketing,Travel_Frequently,High,3,High,92,8789,14,No,10,0,High,3,Best,Excellent
230,Research & Development,Research Scientist,Yes,Male,29,Single,Below College,Medical,Travel_Rarely,Medium,1,Very High,86,2389,13,Yes,4,0,High,3,Good,Excellent
231,Research & Development,Laboratory Technician,No,Female,52,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,1,Very High,89,3212,15,No,6,2,High,3,Good,Excellent
232,Research & Development,Manager,No,Male,42,Married,College,Technical Degree,Travel_Rarely,High,5,Very High,58,19232,11,No,22,11,High,3,Better,Excellent
233,Human Resources,Human Resources,No,Male,59,Married,College,Medical,Travel_Rarely,High,1,High,52,2267,17,No,7,2,Medium,2,Good,Excellent
234,Sales,Manager,No,Female,50,Divorced,Master,Medical,Travel_Rarely,High,5,Very High,68,19517,11,No,32,0,Very High,3,Good,Excellent
235,Research & Development,Laboratory Technician,Yes,Male,33,Married,Bachelor,Medical,Travel_Rarely,High,1,Very High,58,2436,13,Yes,8,0,High,2,Bad,Excellent
236,Sales,Manager,No,Female,43,Married,Bachelor,Marketing,Travel_Rarely,High,4,Very High,80,16064,22,Yes,22,1,Very High,3,Better,Outstanding
237,Research & Development,Laboratory Technician,Yes,Female,33,Married,College,Life Sciences,Travel_Rarely,High,1,Low,39,2707,20,No,13,1,Low,3,Best,Outstanding
238,Sales,Manager,No,Male,52,Single,Master,Life Sciences,Non-Travel,Medium,5,High,79,19068,18,Yes,33,15,Low,2,Best,Excellent
239,Sales,Sales Representative,No,Female,32,Married,College,Life Sciences,Travel_Rarely,High,1,Medium,56,3931,11,No,6,1,High,5,Better,Excellent
240,Research & Development,Laboratory Technician,Yes,Male,32,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,1,High,62,3730,14,Yes,4,1,Very High,2,Bad,Excellent
241,Research & Development,Laboratory Technician,No,Female,39,Divorced,Master,Medical,Travel_Rarely,High,1,High,96,2232,14,No,7,1,High,1,Better,Excellent
242,Sales,Sales Executive,No,Male,32,Married,Master,Marketing,Non-Travel,High,2,Very High,100,4465,18,No,4,2,High,2,Better,Excellent
243,Research & Development,Research Scientist,No,Male,41,Divorced,College,Life Sciences,Travel_Rarely,High,2,Low,36,3072,16,No,17,0,High,2,Good,Excellent
244,Research & Development,Research Scientist,No,Male,40,Divorced,College,Technical Degree,Travel_Rarely,High,2,Very High,62,3319,17,No,9,4,Low,3,Better,Excellent
245,Research & Development,Manager,No,Male,45,Married,Bachelor,Other,Travel_Rarely,Very High,5,Very High,70,19202,11,No,25,1,High,2,Better,Excellent
246,Research & Development,Research Director,No,Male,31,Divorced,Master,Medical,Travel_Frequently,High,3,High,73,13675,12,No,9,2,Medium,3,Better,Excellent
247,Research & Development,Research Scientist,No,Female,33,Married,Master,Life Sciences,Travel_Rarely,Medium,1,Very High,63,2911,13,No,2,0,High,2,Good,Excellent
248,Research & Development,Manufacturing Director,No,Male,34,Married,Master,Life Sciences,Travel_Rarely,Medium,2,Low,84,5957,13,No,13,5,Very High,3,Better,Excellent
249,Research & Development,Research Scientist,No,Female,37,Married,College,Medical,Travel_Rarely,Medium,1,Low,83,3920,14,No,17,0,High,2,Good,Excellent
250,Research & Development,Manufacturing Director,No,Male,45,Married,Master,Life Sciences,Travel_Frequently,Very High,2,High,77,6434,17,No,9,0,Low,1,Better,Excellent
251,Research & Development,Manufacturing Director,Yes,Male,37,Divorced,Bachelor,Medical,Travel_Frequently,High,3,High,61,10048,11,No,17,0,Low,5,Better,Excellent
252,Research & Development,Healthcare Representative,No,Female,39,Single,Master,Technical Degree,Travel_Frequently,High,3,High,64,10938,25,No,20,11,High,1,Better,Outstanding
253,Research & Development,Research Scientist,No,Male,29,Single,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,60,2340,19,No,6,1,High,1,Better,Excellent
254,Research & Development,Research Scientist,No,Female,42,Single,College,Life Sciences,Travel_Rarely,Very High,2,Low,82,6545,13,Yes,10,0,Very High,1,Better,Excellent
255,Sales,Sales Executive,No,Male,29,Divorced,College,Marketing,Travel_Rarely,High,2,Very High,45,6931,14,No,10,0,Very High,2,Better,Excellent
256,Research & Development,Manufacturing Director,No,Female,25,Married,Bachelor,Life Sciences,Travel_Rarely,High,2,High,62,4898,12,No,5,1,Low,3,Better,Excellent
257,Research & Development,Laboratory Technician,No,Female,42,Divorced,Bachelor,Medical,Travel_Rarely,Medium,1,Low,56,2593,11,Yes,10,7,Very High,4,Better,Excellent
258,Research & Development,Research Director,No,Male,40,Divorced,College,Medical,Travel_Rarely,High,5,High,49,19436,19,No,22,3,Low,5,Better,Excellent
259,Research & Development,Research Scientist,No,Male,51,Married,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,96,2723,11,No,1,0,High,0,Good,Excellent
260,Research & Development,Laboratory Technician,Yes,Male,31,Single,College,Medical,Travel_Frequently,Medium,1,Medium,71,3479,11,No,6,1,High,2,Best,Excellent
261,Research & Development,Laboratory Technician,No,Male,32,Married,Bachelor,Life Sciences,Travel_Frequently,Very High,1,Medium,100,2794,20,No,5,0,Medium,3,Bad,Outstanding
262,Sales,Sales Executive,No,Male,38,Married,College,Life Sciences,Non-Travel,Medium,2,Very High,39,5249,18,No,13,7,Very High,0,Better,Excellent
263,Research & Development,Laboratory Technician,No,Male,32,Single,Below College,Technical Degree,Travel_Rarely,Medium,2,Low,84,2176,13,No,9,0,Very High,5,Better,Excellent
264,Sales,Manager,No,Female,46,Married,Bachelor,Technical Degree,Travel_Rarely,Low,4,Medium,75,16872,12,Yes,28,7,High,2,Good,Excellent
265,Research & Development,Laboratory Technician,Yes,Male,28,Single,Master,Life Sciences,Travel_Rarely,High,1,High,79,3485,11,No,5,0,Low,5,Bad,Excellent
266,Sales,Sales Executive,No,Male,29,Married,Bachelor,Medical,Travel_Rarely,Medium,2,Medium,78,6644,19,No,10,0,Low,2,Better,Excellent
267,Research & Development,Healthcare Representative,No,Male,31,Married,Bachelor,Medical,Travel_Rarely,Medium,2,Very High,64,5582,21,No,10,7,Medium,2,Better,Outstanding
268,Research & Development,Healthcare Representative,No,Male,25,Divorced,College,Life Sciences,Non-Travel,Very High,2,Low,85,4000,12,No,6,1,Medium,2,Better,Excellent
269,Research & Development,Healthcare Representative,No,Male,45,Married,College,Medical,Travel_Rarely,High,4,Very High,79,13496,14,Yes,21,4,High,2,Better,Excellent
270,Research & Development,Laboratory Technician,No,Male,36,Married,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,47,3210,11,No,16,10,Very High,4,Better,Excellent
271,Research & Development,Manager,No,Male,55,Single,Bachelor,Medical,Travel_Rarely,High,5,Low,81,19045,14,Yes,37,4,Very High,2,Better,Excellent
272,Research & Development,Manager,Yes,Male,47,Married,Master,Life Sciences,Non-Travel,High,3,Medium,88,11849,12,Yes,10,9,Low,2,Good,Excellent
273,Research & Development,Research Scientist,No,Male,28,Married,Bachelor,Medical,Travel_Rarely,High,1,Very High,94,2070,23,No,5,0,Very High,3,Good,Outstanding
274,Sales,Sales Executive,No,Male,37,Married,Master,Medical,Travel_Rarely,High,2,Very High,98,6502,14,No,7,0,High,5,Best,Excellent
275,Research & Development,Research Scientist,No,Male,21,Single,College,Medical,Travel_Rarely,Medium,1,High,100,3230,17,No,3,1,Very High,4,Best,Excellent
276,Research & Development,Research Director,No,Female,37,Divorced,Master,Medical,Non-Travel,High,3,Very High,80,13603,18,Yes,15,0,Low,2,Better,Excellent
277,Research & Development,Manager,No,Female,35,Divorced,Bachelor,Life Sciences,Travel_Rarely,Very High,3,Medium,71,11996,18,No,10,6,Medium,6,Good,Excellent
278,Sales,Sales Executive,No,Female,38,Divorced,College,Medical,Travel_Rarely,Very High,2,Low,44,5605,24,Yes,8,7,Low,3,Better,Outstanding
279,Research & Development,Manufacturing Director,No,Female,26,Divorced,Bachelor,Life Sciences,Travel_Frequently,High,2,Medium,84,6397,20,No,6,1,High,6,Bad,Outstanding
280,Research & Development,Research Director,No,Male,50,Divorced,Below College,Life Sciences,Travel_Rarely,High,5,Medium,96,19144,14,No,28,1,Low,4,Good,Excellent
281,Research & Development,Research Director,No,Male,53,Married,Master,Medical,Travel_Rarely,High,4,High,45,17584,16,Yes,21,1,High,5,Good,Excellent
282,Sales,Sales Executive,No,Male,42,Married,Below College,Life Sciences,Travel_Rarely,High,2,High,99,4907,25,No,20,11,Medium,3,Better,Outstanding
283,Sales,Sales Executive,No,Male,29,Single,College,Life Sciences,Travel_Frequently,High,2,Very High,44,4554,18,No,10,0,Medium,3,Good,Excellent
284,Research & Development,Laboratory Technician,No,Male,55,Married,College,Technical Degree,Travel_Rarely,High,2,Very High,37,5415,19,Yes,12,0,Medium,4,Better,Excellent
285,Research & Development,Healthcare Representative,No,Male,26,Married,College,Medical,Travel_Frequently,High,2,Low,60,4741,13,Yes,5,3,Low,3,Better,Excellent
286,Research & Development,Research Scientist,No,Female,37,Single,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,42,2115,12,No,17,5,Very High,3,Better,Excellent
287,Research & Development,Laboratory Technician,Yes,Male,44,Divorced,Bachelor,Life Sciences,Travel_Frequently,High,1,High,43,3161,22,Yes,19,0,Very High,0,Bad,Outstanding
288,Research & Development,Healthcare Representative,No,Male,38,Divorced,Master,Life Sciences,Travel_Rarely,High,2,Very High,82,5745,14,No,10,1,Very High,2,Better,Excellent
